Files,Revision Final,Revision in UAT,Files,Found in PRD?,Revision in PRD,Revision Different?,Revision PRD > UAT?,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean,
\war.cis2.ui\src\main\java\gov\hkpf\cis2\ui\safe\util\MaintainSafeOperatingBalanceLimitUserApprovalValidator.java,98552,98552,war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/util/MaintainSafeOperatingBalanceLimitUserApprovalValidator.java,N,98552,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/util/MaintainSafeOperatingBalanceLimitUserApprovalValidator.java,svn update -r98552 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/util/MaintainSafeOperatingBalanceLimitUserApprovalValidator.java
\war.cis2.ui\src\main\java\gov\hkpf\cis2\ui\safe\util\SafeMovementUserApprovalValidator.java,100203,100203,war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/util/SafeMovementUserApprovalValidator.java,41714,41714,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/util/SafeMovementUserApprovalValidator.java,svn update -r100203 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/util/SafeMovementUserApprovalValidator.java
\war.cis2.ui\src\main\java\gov\hkpf\cis2\ui\safe\vo\PropertyMovementHistoryDtoDataModel.java,100247,,war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/vo/PropertyMovementHistoryDtoDataModel.java,N,0,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/vo/PropertyMovementHistoryDtoDataModel.java,svn update -r100247 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/java/gov/hkpf/cis2/ui/safe/vo/PropertyMovementHistoryDtoDataModel.java
\war.cis2.ui\src\main\webapp\resources\acs\xhtml\ACS027PerformUserApproval.xhtml,98712,98712,war.cis2.ui/src/main/webapp/resources/acs/xhtml/ACS027PerformUserApproval.xhtml,79868,79868,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/acs/xhtml/ACS027PerformUserApproval.xhtml,svn update -r98712 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/acs/xhtml/ACS027PerformUserApproval.xhtml
\war.cis2.ui\src\main\webapp\resources\bail\xhtml\BAL180InspectBailbyDVC.xhtml,94307,94307,war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL180InspectBailbyDVC.xhtml,86663,86663,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL180InspectBailbyDVC.xhtml,svn update -r94307 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL180InspectBailbyDVC.xhtml
\war.cis2.ui\src\main\webapp\resources\bail\xhtml\BAL181CheckingOnBailReceipts.xhtml,93137,93137,war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL181CheckingOnBailReceipts.xhtml,86562,86562,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL181CheckingOnBailReceipts.xhtml,svn update -r93137 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL181CheckingOnBailReceipts.xhtml
\war.cis2.ui\src\main\webapp\resources\bail\xhtml\BAL182CheckingConcludedBail.xhtml,96310,96310,war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL182CheckingConcludedBail.xhtml,90905,90905,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL182CheckingConcludedBail.xhtml,svn update -r96310 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/bail/xhtml/BAL182CheckingConcludedBail.xhtml
\war.cis2.ui\src\main\webapp\resources\detainee\style\dtn.css,97977,97977,war.cis2.ui/src/main/webapp/resources/detainee/style/dtn.css,52273,52273,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/style/dtn.css,svn update -r97977 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/style/dtn.css
\war.cis2.ui\src\main\webapp\resources\detainee\xhtml\DTN001MaintainDetaineeDetails.xhtml,100184,100184,war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN001MaintainDetaineeDetails.xhtml,70879,70879,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN001MaintainDetaineeDetails.xhtml,svn update -r100184 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN001MaintainDetaineeDetails.xhtml
\war.cis2.ui\src\main\webapp\resources\detainee\xhtml\DTN008MaintainPol1123.xhtml,87039,87039,war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN008MaintainPol1123.xhtml,78637,78637,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN008MaintainPol1123.xhtml,svn update -r87039 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN008MaintainPol1123.xhtml
\war.cis2.ui\src\main\webapp\resources\detainee\xhtml\DTN062CheckingOfCustodySearchForm.xhtml,93157,93157,war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN062CheckingOfCustodySearchForm.xhtml,90908,90908,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN062CheckingOfCustodySearchForm.xhtml,svn update -r93157 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/detainee/xhtml/DTN062CheckingOfCustodySearchForm.xhtml
\war.cis2.ui\src\main\webapp\resources\fip\images\16-18.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/16-18.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/16-18.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/16-18.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\add.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/add.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/add.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/add.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\attention.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/attention.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/attention.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/attention.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\blocked.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/blocked.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\blocked_gray.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/blocked_gray.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked_gray.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked_gray.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\blocked_pink.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/blocked_pink.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked_pink.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked_pink.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\blocked_red.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/blocked_red.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked_red.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked_red.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\blocked2.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/blocked2.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked2.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/blocked2.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\cellMaintenanceRemark.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\cellMaintenanceRemark_blue.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_blue.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_blue.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_blue.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\cellMaintenanceRemark_gray.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_gray.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_gray.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_gray.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\cellMaintenanceRemark_pink.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_pink.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_pink.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemark_pink.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\cellMaintenanceRemarkII.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemarkII.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemarkII.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/cellMaintenanceRemarkII.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\checkedWithoutAttention.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/checkedWithoutAttention.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/checkedWithoutAttention.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/checkedWithoutAttention.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\circle_blue.svg,96030,96030,war.cis2.ui/src/main/webapp/resources/fip/images/circle_blue.svg,N,96030,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/circle_blue.svg,svn update -r96030 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/circle_blue.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\circle_pink.svg,96030,96030,war.cis2.ui/src/main/webapp/resources/fip/images/circle_pink.svg,N,96030,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/circle_pink.svg,svn update -r96030 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/circle_pink.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\correctPunch.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/correctPunch.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/correctPunch.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/correctPunch.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\detaineeIn.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/detaineeIn.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/detaineeIn.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/detaineeIn.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\detaineeOut.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/detaineeOut.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/detaineeOut.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/detaineeOut.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\edit_blue.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/edit_blue.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/edit_blue.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/edit_blue.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\edit_pink.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/edit_pink.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/edit_pink.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/edit_pink.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\fail.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/fail.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/fail.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/fail.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\help.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/help.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/help.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/help.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\help2.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/help2.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/help2.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/help2.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\II.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/II.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/II.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/II.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\incorrectPunch.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/incorrectPunch.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/incorrectPunch.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/incorrectPunch.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\information.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/information.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/information.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/information.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\invalidCheck.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/invalidCheck.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/invalidCheck.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/invalidCheck.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\logout.png,98154,98154,war.cis2.ui/src/main/webapp/resources/fip/images/logout.png,N,98154,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/logout.png,svn update -r98154 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/logout.png
\war.cis2.ui\src\main\webapp\resources\fip\images\malfunctionCardReader.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\malfunctionCardReader_gray.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_gray.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_gray.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_gray.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\malfunctionCardReader_orange.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_orange.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_orange.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_orange.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\malfunctionCardReader_pink.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_pink.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_pink.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_pink.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\malfunctionCardReader_white.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_white.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_white.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/malfunctionCardReader_white.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\mealBreakfast.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/mealBreakfast.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/mealBreakfast.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/mealBreakfast.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\mealDinner.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/mealDinner.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/mealDinner.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/mealDinner.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\mealLunch.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/mealLunch.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/mealLunch.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/mealLunch.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\medi.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/medi.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/medi.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/medi.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\medi_orange.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/medi_orange.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/medi_orange.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/medi_orange.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\no_outside_contact.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/no_outside_contact.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/no_outside_contact.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/no_outside_contact.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\no_outside_contact_white.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/no_outside_contact_white.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/no_outside_contact_white.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/no_outside_contact_white.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\noOutsideContact.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/noOutsideContact.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/noOutsideContact.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/noOutsideContact.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\occupancy.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/occupancy.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/occupancy.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/occupancy.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\overtime.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/overtime.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/overtime.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/overtime.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\pass.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/pass.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/pass.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/pass.svg
\war.cis2.ui\src\main\webapp\resources\fip\images\processing.svg,94600,94600,war.cis2.ui/src/main/webapp/resources/fip/images/processing.svg,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/processing.svg,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/war.cis2.ui/src/main/webapp/resources/fip/images/processing.svg
