Files,Revision Final,Revision in UAT,Files,Found in PRD?,Revision in PRD,Revision Different?,Revision PRD > UAT?,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean,
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\EcellMaintMapper.java,94600,94600,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellMaintMapper.java,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellMaintMapper.java,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellMaintMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\EcellRcdDtlMapper.java,96601,96601,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRcdDtlMapper.java,N,96601,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRcdDtlMapper.java,svn update -r96601 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRcdDtlMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\EcellRcdMapper.java,96039,96039,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRcdMapper.java,N,96039,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRcdMapper.java,svn update -r96039 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRcdMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\EcellRemarkMapper.java,94600,94600,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRemarkMapper.java,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRemarkMapper.java,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/EcellRemarkMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\FipBailMapper.java,90916,90916,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipBailMapper.java,90916,90916,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipBailMapper.java,svn update -r90916 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipBailMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\FipChkResultMapper.java,99146,99146,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipChkResultMapper.java,86286,86286,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipChkResultMapper.java,svn update -r99146 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipChkResultMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\FipMapper.java,99146,99146,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipMapper.java,86286,86286,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipMapper.java,svn update -r99146 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/FipMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\RefEcellDeviceMapper.java,94600,94600,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefEcellDeviceMapper.java,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefEcellDeviceMapper.java,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefEcellDeviceMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\RefEcellMaintenanceMapper.java,94600,94600,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefEcellMaintenanceMapper.java,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefEcellMaintenanceMapper.java,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefEcellMaintenanceMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\RefFipItemDescMapper.java,96036,96036,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefFipItemDescMapper.java,86867,86867,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefFipItemDescMapper.java,svn update -r96036 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefFipItemDescMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\fip\RefFormatnShiftMapper.java,89935,89935,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefFormatnShiftMapper.java,89935,89935,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefFormatnShiftMapper.java,svn update -r89935 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/fip/RefFormatnShiftMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\itf\ChargeInformationToCasemanMapper.java,98225,98225,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/ChargeInformationToCasemanMapper.java,88005,88005,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/ChargeInformationToCasemanMapper.java,svn update -r98225 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/ChargeInformationToCasemanMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\itf\fip\FIPeCellMapper.java,98906,98906,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/fip/FIPeCellMapper.java,N,98906,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/fip/FIPeCellMapper.java,svn update -r98906 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/fip/FIPeCellMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\itf\FipBatchMapper.java,98551,98551,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/FipBatchMapper.java,86287,86287,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/FipBatchMapper.java,svn update -r98551 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/itf/FipBatchMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\myworkspace\MaintainMyWorkspaceMapper.java,98654,98654,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/myworkspace/MaintainMyWorkspaceMapper.java,89764,89764,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/myworkspace/MaintainMyWorkspaceMapper.java,svn update -r98654 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/myworkspace/MaintainMyWorkspaceMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\property\MaintainPropertyInspectionListMapper.java,89935,89935,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/property/MaintainPropertyInspectionListMapper.java,86562,86562,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/property/MaintainPropertyInspectionListMapper.java,svn update -r89935 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/property/MaintainPropertyInspectionListMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\property\MaintainPropertyMovementMapper.java,100247,,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/property/MaintainPropertyMovementMapper.java,81187,81187,Y,Y,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/property/MaintainPropertyMovementMapper.java,svn update -r100247 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/property/MaintainPropertyMovementMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\safe\MaintainSafeOperatingBalanceLimitMapper.java,98551,98551,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/safe/MaintainSafeOperatingBalanceLimitMapper.java,N,98551,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/safe/MaintainSafeOperatingBalanceLimitMapper.java,svn update -r98551 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/safe/MaintainSafeOperatingBalanceLimitMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mapper\safe\SafeCashPptyDtlMapper.java,100247,,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/safe/SafeCashPptyDtlMapper.java,39347,39347,Y,Y,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/safe/SafeCashPptyDtlMapper.java,svn update -r100247 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mapper/safe/SafeCashPptyDtlMapper.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\mwp\service\ToolsImageService.java,98654,98654,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mwp/service/ToolsImageService.java,67820,67820,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mwp/service/ToolsImageService.java,svn update -r98654 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/mwp/service/ToolsImageService.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\myworkspace\service\MaintainMyWorkspaceServiceImpl.java,98848,98848,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/myworkspace/service/MaintainMyWorkspaceServiceImpl.java,97235,97235,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/myworkspace/service/MaintainMyWorkspaceServiceImpl.java,svn update -r98848 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/myworkspace/service/MaintainMyWorkspaceServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\property\service\PropertyInspectionListServiceImpl.java,98683,91667,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/property/service/PropertyInspectionListServiceImpl.java,98683,98683,Y,Y,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/property/service/PropertyInspectionListServiceImpl.java,svn update -r98683 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/property/service/PropertyInspectionListServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\property\service\PropertyMovementServiceImpl.java,100184,100184,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/property/service/PropertyMovementServiceImpl.java,97597,97597,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/property/service/PropertyMovementServiceImpl.java,svn update -r100184 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/property/service/PropertyMovementServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeMasterListService.java,100288,100288,,,100288,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeMasterListService.java,svn update -r100288 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeMasterListService.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeMasterListServiceImpl.java,100288,100288,,,100288,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeMasterListServiceImpl.java,svn update -r100288 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeMasterListServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeMasterListServiceWsImpl.java,100288,100288,,,100288,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeMasterListServiceWsImpl.java,svn update -r100288 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeMasterListServiceWsImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeOperatingBalanceLimitService.java,98551,98551,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitService.java,N,98551,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitService.java,svn update -r98551 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitService.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeOperatingBalanceLimitServiceImpl.java,99226,99226,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceImpl.java,N,99226,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceImpl.java,svn update -r99226 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeOperatingBalanceLimitServiceImpl.java,99226,99226,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceImpl.java,N,99226,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceImpl.java,svn update -r99226 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafeOperatingBalanceLimitServiceWsImpl.java,98551,98551,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceWsImpl.java,N,98551,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceWsImpl.java,svn update -r98551 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafeOperatingBalanceLimitServiceWsImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafePropertyMovementService.java,100247,,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementService.java,83159,83159,Y,Y,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementService.java,svn update -r100247 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementService.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafePropertyMovementServiceImpl.java,100300,100184,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementServiceImpl.java,85348,85348,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementServiceImpl.java,svn update -r100300 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementServiceImpl.java
\jar.cis2.service\src\main\java\gov\hkpf\cis2\service\safe\service\MaintainSafePropertyMovementServiceWsImpl.java,100247,,jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementServiceWsImpl.java,83159,83159,Y,Y,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementServiceWsImpl.java,svn update -r100247 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/java/gov/hkpf/cis2/service/safe/service/MaintainSafePropertyMovementServiceWsImpl.java
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\bail\BailCashTnspectnDtlMapper.xml,93556,93556,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/bail/BailCashTnspectnDtlMapper.xml,86867,86867,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/bail/BailCashTnspectnDtlMapper.xml,svn update -r93556 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/bail/BailCashTnspectnDtlMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\bail\BailReqMapper.xml,98811,90928,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/bail/BailReqMapper.xml,98811,98811,Y,Y,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/bail/BailReqMapper.xml,svn update -r98811 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/bail/BailReqMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\common\RefSafeMasterMapper.xml,100288,100288,,,100288,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/common/RefSafeMasterMapper.xml,svn update -r100288 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/common/RefSafeMasterMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\detainee\DetentMapper.xml,98084,98084,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/DetentMapper.xml,92512,92512,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/DetentMapper.xml,svn update -r98084 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/DetentMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\detainee\DetentSearchMapper.xml,100314,99244,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/DetentSearchMapper.xml,83094,83094,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/DetentSearchMapper.xml,svn update -r100314 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/DetentSearchMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\detainee\RefPrisonerCellMapper.xml,94600,94600,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/RefPrisonerCellMapper.xml,61117,61117,Y,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/RefPrisonerCellMapper.xml,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/detainee/RefPrisonerCellMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellBlockDtlMapper.xml,94600,94600,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellBlockDtlMapper.xml,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellBlockDtlMapper.xml,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellBlockDtlMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellBlockMapper.xml,96044,96044,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellBlockMapper.xml,N,96044,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellBlockMapper.xml,svn update -r96044 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellBlockMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellCardReaderMapper.xml,98416,98416,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellCardReaderMapper.xml,N,98416,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellCardReaderMapper.xml,svn update -r98416 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellCardReaderMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellDedicateMapper.xml,96049,96049,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellDedicateMapper.xml,N,96049,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellDedicateMapper.xml,svn update -r96049 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellDedicateMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellMaintDtlMapper.xml,94600,94600,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellMaintDtlMapper.xml,N,94600,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellMaintDtlMapper.xml,svn update -r94600 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellMaintDtlMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellMaintMapper.xml,96044,96044,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellMaintMapper.xml,N,96044,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellMaintMapper.xml,svn update -r96044 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellMaintMapper.xml
\jar.cis2.service\src\main\resources\gov\hkpf\cis2\service\mapper\fip\EcellRcdDtlMapper.xml,98123,98123,jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellRcdDtlMapper.xml,N,98123,N,,E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellRcdDtlMapper.xml,svn update -r98123 E:/CMIS/Workspaces/Workspace_CIMS/XA_workspace_clean/jar.cis2.service/src/main/resources/gov/hkpf/cis2/service/mapper/fip/EcellRcdDtlMapper.xml
